Abbreviation	Selected Map	Total_EV	Shift	Shift tooltip	I_Nominee tooltip	blank	D-Check	D_Nominee_prop	Color Bins	Independent spacing	Direction	Spacer	R-Check	D_%	D_Difference%	D_Difference	D_EV	D_EV_Total	D_Nominee	R_Nominee_prop	D_Popular%	D_Votes	D_Votes_Total	Hex_Column	Hex_Row	I_%	I_EV	I_EV_Total	I_Nominee tooltip ●	I_Nominee tooltip ')'	I_Nominee tooltip '%)'	I_Nominee tooltip '('	I_Nominee	I_Popular%	I_Votes	I_Votes_Total	Independent spacing (popular)	Info	Last_RD_Difference	Last_Winner	Last_Winner_%	Number of Records	RD_Difference (bin)	RD_Difference	R_%	R_Difference%	R_Difference	R_EV	R_EV_Total	R_Nominee	I_Nominee_prop	R_Popular%	R_Votes	R_Votes_Total	Region	Row	Shift (l/r)	Shift abbreviation	Space	State (red)	State (blue)	State (yellow)	State	State_Winner	Total Votes	Total_Votes_USA	Winner_%	Winning Party	Year
NY	Hex	36	12	% shift to the left				Michael S. Dukakis	A		Left	0	✔	51.6	5.8	228273	36	111	MICHAEL S. DUKAKIS	George Bush	45.6%	3347882	41809074	9.5	2													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	8	R	53.8	1	-5	-4.1	47.5	-6.3	-582892		426	GEORGE BUSH	 	53.4%	3081871	48886097	Northeast	2	-12.1	0.5	9		New York		New York	D	6485683	91594809	-51.6	R	1988
RI	Hex	4	15	% shift to the left				Michael S. Dukakis	B		Left	0	✔	55.6	7.6	28017	4	111	MICHAEL S. DUKAKIS	George Bush	45.6%	225123	41809074	11.5	2													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	3.7	R	51.7	1	-15	-11.7	43.9	-7.8	-34319		426	GEORGE BUSH	 	53.4%	177761	48886097	Northeast	2	-15.4	0.5	10		Rhode Island		Rhode Island	D	404620	91594809	-55.6	R	1988
NH	Hex	4	3	% shift to the left				John Kerry	A		Left	0	✔	50.2	3.400000000	74163	4	251	JOHN KERRY	George W. Bush	48.3%	340511	59028444	11	1													As in the 2000 presidential election, voting controversies and concerns of irregularities emerged during and after the vote. The winner was not determined until the following day, when Kerry decided not to dispute Bush's win in the state of Ohio. The state held enough electoral votes to determine the winner of the presidency. Both Kerry and Democratic National Committee Chairman Howard Dean have stated their opinion that voting in Ohio did not proceed fairly and that, had it done so, the Democratic ticket might have won that state and therefore the election. However, there was far less controversy about this election than in 2000. Foreign policy was the dominant theme throughout the election campaign, particularly Bush's conduct of the War on Terrorism and the 2003 invasion of Iraq.	1.3	R	48.1	1	-5	-1.3	48.9	0.800000000	57678		286	GEORGE W. BUSH	 	50.7%	331237	62040610	Northeast	1	-2.6	0.5	11		New Hampshire		New Hampshire	D	677738	122295345	-50.2	R	2004
MA	Hex	18	38	% shift to the left				Alfred E. Smith	A		Left	0	✔	50.2	25.3	511927	18	87	ALFRED E. SMITH	Herbert Hoover	40.8%	792758	15004336	10.5	2													The election of 1928 pitted Republican Herbert Hoover against Democrat Al Smith. The Republicans were identified with the booming economy of the 1920s, whereas Smith, a Roman Catholic, suffered politically from anti-Catholic prejudice, his anti-prohibitionist stance, and the legacy of corruption of Tammany Hall with which he was associated. Hoover won a landslide victory on pledges to continue the economic boom of the Coolidge years. Smith won the electoral votes only of the traditionally Democratic Southern United States and two New England States. Hoover even triumphed in Smith's home state of New York by a narrow margin.	37.4	R	62.3	1	-5	-1	49.2	-13.1	72090		444	HERBERT HOOVER	 	58.2%	775566	21432823	Northeast	2	-38.4	0.5	11		Massachusetts		Massachusetts	D	1577823	36801510	-50.2	R	1928
RI	Hex	5	24	% shift to the left				Alfred E. Smith	A		Left	0	✔	50.2	13.7	42367	5	87	ALFRED E. SMITH	Herbert Hoover	40.8%	118973	15004336	11.5	2													The election of 1928 pitted Republican Herbert Hoover against Democrat Al Smith. The Republicans were identified with the booming economy of the 1920s, whereas Smith, a Roman Catholic, suffered politically from anti-Catholic prejudice, his anti-prohibitionist stance, and the legacy of corruption of Tammany Hall with which he was associated. Hoover won a landslide victory on pledges to continue the economic boom of the Coolidge years. Smith won the electoral votes only of the traditionally Democratic Southern United States and two New England States. Hoover even triumphed in Smith's home state of New York by a narrow margin.	23.1	R	59.6	1	-5	-0.700000000	49.5	-10.1	-7764		444	HERBERT HOOVER	 	58.2%	117522	21432823	Northeast	2	-23.8	0.5	10		Rhode Island		Rhode Island	D	237194	36801510	-50.2	R	1928
WV	Hex	5	15	% shift to the left				Michael S. Dukakis	A		Left	0	✔	52.2	7.6	12891	5	111	MICHAEL S. DUKAKIS	George Bush	45.6%	341016	41809074	7.5	4													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	10.5	R	55.1	1	-5	-4.7	47.5	-7.6	-95418		426	GEORGE BUSH	 	53.4%	310065	48886097	South	4	-15.2	0.5	7		West Virginia		West Virginia	D	653311	91594809	-52.2	R	1988
OK	Hex	10	11	% shift to the left	"Robert M. La Follette:	"			John W. Davis	A	  	Left	0	✔	48.4	3.9	39676	10	136	JOHN W. DAVIS	Calvin Coolidge	28.8%	255798	8386532	4.5	6	7.8		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	41141	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	5.7	R	50.2	1	-10	-5.6	42.8	-7.400000000	-18085		382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	225755	15724310	South	6	-11.3	0.5	4		Oklahoma		Oklahoma	D	527928	29099380	-48.4	R	1924
TN	Hex	12	12	% shift to the left	"Robert M. La Follette:	"			John W. Davis	A	  	Left	0	✔	52.9	4.6	-47219	12	136	JOHN W. DAVIS	Calvin Coolidge	28.8%	159339	8386532	7	5	3.5		13	● 	)	%)	 (	ROBERT M. LA FOLLETTE	16.6%	10666	4827184	            	The United States presidential election of 1924 was won by incumbent President Calvin Coolidge, the Republican candidate. Coolidge became president in 1923 following the death of then-incumbent president, Warren G. Harding. Coolidge was given credit for a booming economy at home and no visible crises abroad. The regular Democratic candidate was John W. Davis, a little-known former congressman from West Virginia. Since Davis was a conservative, many liberal Democrats bolted the party and backed the third-party campaign of Wisconsin Senator Robert M. LaFollette, who ran as the candidate of the Progressive Party. This was the first presidential election in which all American Indians were citizens and thus allowed to vote. Coolidge's 25.2-point victory margin in the popular vote is one of the largest ever.	2.900000000	R	51.2	1	-10	-9.4	43.5	-7.7	-88398		382	CALVIN COOLIDGE	Robert M. La Follette	54.0%	130831	15724310	South	5	-12.3	0.5	6		Tennessee		Tennessee	D	301030	29099380	-52.9	R	1924
HI	Hex	4	21	% shift to the left				Michael S. Dukakis	A		Left	0	✔	54.3	10.5	45210	4	111	MICHAEL S. DUKAKIS	George Bush	45.6%	192364	41809074	-0.5	5													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	11.3	R	55.1	1	-10	-9.5	44.8	-10.3	-26425		426	GEORGE BUSH	 	53.4%	158625	48886097	West	7	-20.8	0.5	1		Hawaii		Hawaii	D	354461	91594809	-54.3	R	1988
OR	Hex	7	17	% shift to the left				Michael S. Dukakis	A		Left	0	✔	51.3	7.600000000	79727	7	111	MICHAEL S. DUKAKIS	George Bush	45.6%	616206	41809074	1.5	4													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	12.2	R	55.9	1	-5	-4.7	46.6	-9.3	-125574		426	GEORGE BUSH	 	53.4%	560126	48886097	West	3	-16.9	0.5	1		Oregon		Oregon	D	1201694	91594809	-51.3	R	1988
WA	Hex	10	14	% shift to the left				Michael S. Dukakis	A		Left	0	✔	50.0	7.1	126164	10	111	MICHAEL S. DUKAKIS	George Bush	45.6%	933516	41809074	1.5	2													The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.	12.9	R	55.8	1	-5	-1.5	48.5	-7.3	-147835		426	GEORGE BUSH	 	53.4%	903835	48886097	West	2	-14.4	0.5	1		Washington		Washington	D	1865253	91594809	-50	R	1988
AR	Hex	6		Independent winner	"George Wallace:	"			Hubert Humphrey	K	      	Independent	0	✔	30.4	-25.7	-125969		191	HUBERT HUMPHREY	Richard Nixon	42.7%	188228	31275166	6	5	38.9	6	46	● 	)	%)	 (	GEORGE WALLACE	13.5%	240982	9906473	        	"The election of 1968 was a wrenching national experience, conducted against a backdrop that included the assassination of civil rights leader Martin Luther King, Jr. and subsequent race riots across the nation, the assassination of presidential candidate Robert F. Kennedy, widespread demonstrations against the Vietnam War across college campuses, and violent confrontations between police and anti-war protesters at the 1968 Democratic National Convention. Nixon ran on a campaign that promised to restore ""law and order"". The election also featured a strong third party effort by former Alabama Governor George Wallace. Because Wallace's campaign promoted segregation, he proved to be a formidable candidate in the South; no third-party candidate has won an entire state's electoral votes since."	-12.7	D	-56.1	1	0	0	30.8	-12.6	-52505		301	RICHARD NIXON	George Wallace	43.4%	190759	31785480	South	5	12.7	-0.5	5			Arkansas	Arkansas	I	619969	73211875	0	R	1968
